rgi_id,glac_name,termlat,termlon,cenlat,cenlon,slope_deg,area_km2,zmin_m,zmax_m
RGI2000-v7.0-G-14-35805,CN5Q222A0022,30.50013170687851,80.53988456051457,30.493381,80.54038446691176,22.889215,0.564928461699773,5390.6055,5959.465
RGI2000-v7.0-G-14-35806,,30.487982421330646,80.54887257039911,30.488712,80.54814259541902,32.185062,0.020577363961564,5830.9805,5971.3574
RGI2000-v7.0-G-14-35807,,30.497554,80.548423,30.494981,80.55039525622206,41.683304,0.096212969818672,5538.857,6074.5522
RGI2000-v7.0-G-14-35810,,30.469858715522644,80.565087444316,30.467633499999998,80.56791114543714,23.676731,0.187659771526555,5308.4194,5572.3525
RGI2000-v7.0-G-14-35811,CN5Q222A0020,30.477851221836318,80.56838560993232,30.471747999999998,80.57745491279604,20.43527,1.462738391700146,5212.0625,5997.1914
RGI2000-v7.0-G-14-35812,,30.464607560903342,80.59104841848504,30.463478000000002,80.58043518406835,28.95632,0.202835896758052,5276.4443,5894.035
RGI2000-v7.0-G-14-35813,CN5Q222A0018,30.474246229566827,80.59008733178501,30.472054999999997,80.58844666820083,21.8585,0.407383719288428,5270.6206,5558.2236
RGI2000-v7.0-G-14-35814,CN5Q222A0017,30.47403156097641,80.60189267225255,30.472924499999998,80.60157940065082,31.307884,0.03310863144518,5389.906,5524.3096
RGI2000-v7.0-G-14-35815,CN5Q222A0017,30.478965555221688,80.61003344390899,30.475637499999998,80.60789782695858,22.180513,0.181012291336068,5373.458,5699.427
RGI2000-v7.0-G-14-35821,CN5Q222A0014,30.467871271332907,80.6626996165321,30.4650665,80.66547385761767,22.099525,0.350848144307436,5491.624,5822.561
RGI2000-v7.0-G-14-35822,CN5Q222A0014,30.470473018187768,80.66520442767244,30.4689015,80.67175911070166,24.350504,0.161139454910002,5514.9473,5901.3286
RGI2000-v7.0-G-14-35823,CN5Q222A0013,30.485059760648046,80.65172021088605,30.484439000000002,80.65661868834842,23.626318,0.145781676469792,5597.0244,5946.61
RGI2000-v7.0-G-14-35825,CN5O173A0091,30.50068082082678,80.64109081556406,30.4998615,80.6400144284897,20.671127,0.033607334526713,5622.1836,5714.0205
RGI2000-v7.0-G-14-35826,,30.497874162763786,80.63027572261086,30.4976535,80.63177806563098,22.891085,0.076976179384216,5532.4746,5645.3564
RGI2000-v7.0-G-14-35827,,30.49297435673507,80.64141457670446,30.492162,80.640592370056,39.003887,0.04392232206693,5813.0684,5960.686
RGI2000-v7.0-G-14-35828,,30.513484879056183,80.64533364707965,30.5128765,80.64435732788436,38.82704,0.043782259384985,5689.9,5845.9404
RGI2000-v7.0-G-14-35831,CN5Q222A0002,30.53648675940489,80.61322984097112,30.531489999999998,80.60876264644315,20.786037,0.40708494021089,5534.7383,6041.9463
RGI2000-v7.0-G-14-35832,CN5Q222A0006,30.544719404833828,80.59838807747649,30.5392,80.60043228937008,21.003954,0.41633791916736,5493.139,5975.1826
RGI2000-v7.0-G-14-35833,CN5Q222A0004,30.55753203457697,80.60785036320921,30.555356,80.60875698078158,31.092207,0.153628778925636,5635.671,5958.7197
RGI2000-v7.0-G-14-35834,CN5Q222A0003,30.55457636142606,80.61704914579057,30.553343499999997,80.616077243369,28.979534,0.071115104448695,5735.7085,5940.8506
RGI2000-v7.0-G-14-35835,,30.537255273022957,80.63126611487608,30.5369305,80.63062676377734,27.204363,0.036954902826521,5769.1367,5906.806
RGI2000-v7.0-G-14-35836,,30.43993110903105,80.65681540546856,30.441181,80.65771631074308,45.12383,0.039558953391779,5775.693,6109.6543
RGI2000-v7.0-G-14-35840,CN5Z342B0024,30.507818172756036,81.33296754405649,30.5053225,81.33441236026817,30.996923,0.143210471404337,5742.9087,6089.042
RGI2000-v7.0-G-14-35841,CN5Z342B0023,30.50852551940611,81.33998352814939,30.502771,81.34589011023753,30.622011,0.846333088252786,5651.738,6301.948
